Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,1.50647825757706
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1982,6431579356.95926
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,20.6667146662827
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.3090502411486
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1983,5979198313.76093
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,11.3977827368523
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,1.75521697703473
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1984,6191437070.18411
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,10.284098213138
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,4.30056181879613
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1985,6135034213.78998
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,13.0065664218827
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.17755539065963
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1986,7239126568.14092
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,2.53427598892888
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.93710744420895
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1987,7970820369.2949
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,8.63767318980084
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,6.20318382314591
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1988,8355380879.12955
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,12.2649630481582
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,4.69034876792047
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1989,8283114514.17081
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,13.7893172763883
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,4.19205097155167
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1990,8572359038.16958
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,17.78181442992
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,2.78
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,1.43834679171559
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1991,8151488783.19064
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,20.0844955754632
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1992,2.894
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,-0.799493958641349
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1992,8209120763.04955
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1992,27.3323644475784
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1993,2.979
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,0.353197256227247
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1993,5751786642.55871
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1993,45.9788813036218
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1994,2.955
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,2.632784517837
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1994,7148148564.04239
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1994,28.8143894306731
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1995,2.848
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,4.40621652482287
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1995,9046320255.40507
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1995,1.55432816055009
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1996,2.773
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,4.14683926876013
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1996,12045865396.1323
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1996,8.86408741577522
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1997,2.818
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,0.474901921293579
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1997,13115764358.2846
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1997,11.3618450505783
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1998,2.843
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,3.29021372249065
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1998,14093998843.7334
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1998,6.72243650753928
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1999,2.884
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.30538859522412
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1999,12896010459.3711
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1999,5.74200109520484
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2000,2.884
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.599695390807426
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2000,12705350097.8044
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2000,9.98002515350979
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2001,2.876
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,3.77990649795343
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2001,12986007425.8781
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.73859814341467
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2002,2.916
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,0.546859530175595
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2002,13147736898.5176
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2002,1.96130821739162
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2003,2.869
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.93247554570904
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2003,14904517649.8476
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,9.81569062979654
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2004,2.844
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.10429977629738
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2004,16095337093.8366
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2004,11.6240355442426
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2005,2.739
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.90666607980057
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2005,18737895512.7378
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,10.3127783574683
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2006,2.673
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,6.47249430015484
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2006,25825512284.2891
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2006,14.4537342081708
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2007,2.642
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.85072976998784
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2007,31958195182.2406
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,9.75888023027529
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2008,2.751
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.232282744812977
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2008,35895153327.8497
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2008,26.2398166445063
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2009,2.816
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,3.30693981631089
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2009,42347217912.9176
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2009,9.23412592394652
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2010,2.793
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.05847360290906
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2010,45405615063.7551
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.96138889115385
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2011,2.699
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,5.1211061197056
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2011,46869473150.61
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,14.0224913014704
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2012,2.678
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,4.56867961444982
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2012,56396704671.5777
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,9.37777003547598
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2013,2.762
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,3.7978483925754
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2013,61671440407.8387
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,5.71749357037733
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2014,2.767
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,5.02011100232484
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2014,68285796514.2896
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,6.87815499275949
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,2.762
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,4.96772112759767
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2015,70120446896.8359
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,6.58215429284779
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,2.757
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,4.21351706814744
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2016,74815144163.8931
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,6.29724953814625
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,3.542
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.83795817364721
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2017,82036510877.2599
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,8.00564967709945
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,4.284
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.64794640709219
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2018,92202979985.2863
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,4.6898064677633
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,5.014
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,5.11415885767801
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2019,100378436207.371
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,5.23963795764792
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,5.613
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-0.272766327438816
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2020,100657505750.545
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,5.40516207933392
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,5.693
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,7.59048947333467
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2021,109703658904.994
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,6.10793603659176
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,5.565
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,4.85998104287999
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2022,114448978152.637
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,7.65986268272224
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,5.409
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,5.71999241214208
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2023,107500884685.013
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,7.67139634029402
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,5.487
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,4.72473994710138
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2024,120339557905.932
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,4.48978854243448
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2025,5.449
